PartitionKey,RowKey,Category,Category_type,CategoryDescription,CategoryDescription_type,DefaultTeam,DefaultTeam_type,Organization,Organization_type,Service,Service_type,Type,Type_type
2017db8e-d8c8-4e94-8bde-30bf3121774b,a8c40df4-88e8-4bd0-bb88-8607ea1ae872,Request Sisense Reports,String,Request Sisense Reports,String,NJDC Support,String,ContosoInc,String,Sisense,String,Request,String
2017db8e-d8c8-4e94-8bde-30bf3121774b,a94d61fb-9110-401f-b585-af45d687bb44,BGP down or bouncing,String,BGP down or bouncing,String,Network,String,ContosoInc,String,Network,String,Incident,Binary
2017db8e-d8c8-4e94-8bde-30bf3121774b,a951d723-c733-4ff0-a952-9fae513ff4d1,Request Access to Beumer,String,Request Access to Beumer,String,DC Support,String,ContosoInc,String,Beumer,String,Request,String
2017db8e-d8c8-4e94-8bde-30bf3121774b,a976ce02-3abd-491d-8886-f5f3b74e7593,Unable to Access SHELF,String,Unable to Access Shelf,String,Solution Desk,String,ContosoInc,String,InContact,String,Incident,Binary
2017db8e-d8c8-4e94-8bde-30bf3121774b,a9f28096-adb4-434e-98e2-6941c9ba99a7,Request a Teams Conference Number - This is for a call in meeting number,String,Request a Teams Phone number or Teams Meeting Conference Number,String,Solution Desk,String,ContosoInc,String,Audio Conferencing,String,Request,String
2017db8e-d8c8-4e94-8bde-30bf3121774b,aa083c60-c19b-4c38-ba9c-5fbd1e16d240,Yantra Database Access,String,Yantra Database Access,String,Database,Binary,ContosoInc,String,Yanta Database,String,Request,String
2017db8e-d8c8-4e94-8bde-30bf3121774b,aa0a8726-bf2a-4ca2-89dc-1daa38bbf5c0,ReconNET - Reconciliation Issue,String,ReconNET - Reconciliation Issue,String,Corporate Systems,String,ContosoInc,String,ReconNET,Binary,Incident,Binary
2017db8e-d8c8-4e94-8bde-30bf3121774b,aabec188-519d-4d4d-a81d-347f2f790913,Unable to Access ETS,String,"Unable to Access ETS, Electronic Transation System ",String,Store Technology,String,ContosoInc,String,ETS,String,Incident,Binary
2017db8e-d8c8-4e94-8bde-30bf3121774b,ab0cd0c1-8714-4a27-b6bb-541af93dc8d0,Request Access to Egencia,String,Request Access to Egencia,String,Solution Desk,String,ContosoInc,String,Egencia,String,Request,String
2017db8e-d8c8-4e94-8bde-30bf3121774b,ab3731d2-bfd0-49fe-91d1-b0af71016d1a,Email Account Creation- automated,String,Email,String,Solution Desk,String,ContosoInc,String,Onboarding,String,Request,String
2017db8e-d8c8-4e94-8bde-30bf3121774b,ab6f303a-7558-403d-bb61-23bf5f127543,Clear Device or Station,String,Reset Device/Station,String,NJDC Support,String,ContosoInc,String,Highjump,Binary,Incident,Binary
2017db8e-d8c8-4e94-8bde-30bf3121774b,ac153ab7-27b5-4515-b384-309d9b95ba7d,Akamai DNS Update,String,Akamai DNS Update,String,Platform Reliability Eng,String,ContosoInc,String,Akamai,String,Request,String
2017db8e-d8c8-4e94-8bde-30bf3121774b,accbf29d-61be-4609-849e-acb2c78429d1,OMS COM- Failed Orders or Order Issue,String,OMS COM- Failed Orders or Order Issue,String,Digital OMS,String,ContosoInc,String,OMS COM,String,Incident,Binary
2017db8e-d8c8-4e94-8bde-30bf3121774b,ace0cc12-1073-4e51-a11c-563a60dabf2d,Report issues with Document Express,String,Report issues with Document Express,String,Corporate Systems,String,ContosoInc,String,DocumentExpress,String,Incident,Binary
2017db8e-d8c8-4e94-8bde-30bf3121774b,ad04a587-0478-460d-a0a8-b32459e0fdd2,Office 365 - Unable to Access O365,String,Unable to Access a Microsoft O365 Application - Error message received,String,Solution Desk,String,ContosoInc,String,Office 365,String,Incident,Binary
2017db8e-d8c8-4e94-8bde-30bf3121774b,ad14efa3-cfd9-4aa1-a69c-e5ba2fdd1dd5,EDI - Request to Retrigger Styles,String,Request to Retrigger Styles,String,Integration,String,ContosoInc,String,EDI,String,Request,String
2017db8e-d8c8-4e94-8bde-30bf3121774b,ad6cdaf6-51b9-43d3-b986-5781d9e26af2,Switch Issues,String,Switch Issues,String,Network,String,"ContosoInc, Stores",String,Network,String,Incident,Binary
2017db8e-d8c8-4e94-8bde-30bf3121774b,ad7c9ec8-6c0f-428b-8b9f-254d258d3c09,Digital System Restart Issues,String,Digital System Restart,String,Platform Reliability Eng,String,ContosoInc,String,Digital System Restarts,String,Incident,Binary
2017db8e-d8c8-4e94-8bde-30bf3121774b,ad8214a2-e6ec-431f-905d-0bcab96c4d51,XM Performance,String,Help with XM Performance,String,Platform Reliability Eng,String,ContosoInc,String,XM,String,Incident,Binary
2017db8e-d8c8-4e94-8bde-30bf3121774b,adec2091-f86d-43a9-a985-253d95cb7993,Digital Outage - Developer Productivity Issue,String,Issue causing developers to be unable to complete their work. Incident will be routed to the Platform Reliability Engineering team,String,Platform Reliability Eng,String,ContosoInc,String,Digital Outage,String,Incident,Binary
2017db8e-d8c8-4e94-8bde-30bf3121774b,adff6aea-56f3-42b0-ba4b-f0a14c867592,Request Access to Shareworks,String,Request access to Shareworks,String,Solution Desk,String,ContosoInc,String,Shareworks,String,Request,String
2017db8e-d8c8-4e94-8bde-30bf3121774b,ae011655-3cb7-4216-9d4b-c518d71d5726,ABS - Reports,String,ABS - Report issues and requests,String,Camuto ERP Support,String,ContosoInc,String,ABS and EDI,String,Request,String
2017db8e-d8c8-4e94-8bde-30bf3121774b,ae8c3961-1b1f-4671-93f0-46407e9b9085,Customer cannot place order on dot com,String,Customer cannot place order on dot com,String,Digital - Triage,String,ContosoInc,String,Digital Orders,String,Incident,Binary
2017db8e-d8c8-4e94-8bde-30bf3121774b,aea4d541-ebf1-4d1d-b3c9-1c2be04533f3,ADP My Work App - Unable to Access,String,Cannot login to ADP via Frontdoor or having PingID issues,String,Solution Desk,String,ContosoInc,String,ADP Timekeeping,String,Incident,Binary
2017db8e-d8c8-4e94-8bde-30bf3121774b,aefbcc43-fb54-4cad-8645-d44043523766,DB Canada -Request Gift Card Requests,String,Request Gift Card Requests,String,ContosoCanada ERP Support,String,ContosoCanada,String,DB Canada Gift Card Requests,String,Request,String
2017db8e-d8c8-4e94-8bde-30bf3121774b,af02591b-a402-4da1-afe5-d7fb1f8250ab,ABS and EDI - External Vendors,String,External Vendors for ABS/ EDI - Camuto,String,Camuto ERP Support,String,ContosoInc,String,ABS and EDI,String,Incident,Binary
2017db8e-d8c8-4e94-8bde-30bf3121774b,afa47245-a4e0-4485-937e-7ae2ca86335e,Request Access to Cybersource,String,Request Cybersource Access,String,ContosoCanada AppDev,String,ContosoInc,String,Cybersource,String,Request,String
2017db8e-d8c8-4e94-8bde-30bf3121774b,b02225e3-e6ac-423e-9f46-a10acbbe2b31,AppDynamics - Report Issues,String,AppDynamics - Report Issues,String,Platform Reliability Eng,String,ContosoInc,String,AppDynamics,String,Incident,Binary
2017db8e-d8c8-4e94-8bde-30bf3121774b,b0530b0d-2d95-4c08-bd5c-315dc3c86689,Request Front Door Access to Veracode,String,Request Front Door Access to Veracode,String,Solution Desk,String,ContosoInc,String,Veracode,Binary,Request,String
2017db8e-d8c8-4e94-8bde-30bf3121774b,b101a307-a0d0-4a1c-95ee-e21d7d66a0a6,Report issues with Puppet,String,Report issues with Puppet,String,Platform Reliability Eng,String,ContosoInc,String,Puppet,String,Incident,Binary
2017db8e-d8c8-4e94-8bde-30bf3121774b,b16bdc8c-659c-43d1-8c28-68e5ce013770,ContosoCanada Store- Sharp Printer Issues,String,ContosoCanada Store- Sharp Printer Issues,String,ContosoCanada Store Support,String,ContosoCanada,String,Network Printer,String,Incident,Binary
2017db8e-d8c8-4e94-8bde-30bf3121774b,b202db84-7a81-4387-acaf-bb415a68b5dd,Request Front Door Access VHQ,String,Request Front Door Access VHQ,String,Solution Desk,String,ContosoInc,String,VHQ Veriphone,String,Request,String
2017db8e-d8c8-4e94-8bde-30bf3121774b,b204f7e3-9a3c-4dfd-8a14-db246128a1b7,Microstrategy - Have a question on Reporting or Data,String,If you have a question about the reports or data in them please select this option,String,Business Intelligence,String,ContosoInc,String,Microstrategy,String,Request,String
2017db8e-d8c8-4e94-8bde-30bf3121774b,b24c7d1d-12a4-4565-a4bc-3f13e9fbf4ab,Request access to Macros in Excel or Access,String,If your VBA in Excel or Access needs to be signed,String,Solution Desk,String,ContosoInc,String,Office 365,String,Request,String
2017db8e-d8c8-4e94-8bde-30bf3121774b,b26b4f99-3717-4d60-9df6-70bf2bfb4c5e,OMS COM - Unable to Place Orders,String,OMS COM - Unable to Place Orders,String,Digital OMS,String,ContosoInc,String,OMS COM,String,Incident,Binary
2017db8e-d8c8-4e94-8bde-30bf3121774b,b27aa00e-97c4-4234-99f6-3b235f92820e,Wave Cartonization and Donors,String,Wave Cartonization and Donors,String,NJDC Support,String,ContosoInc,String,Highjump,Binary,Incident,Binary
2017db8e-d8c8-4e94-8bde-30bf3121774b,b2bde794-29e1-4d83-8027-329d8de26723,Update Contact List in Redpoint,String,Update Contact List in Redpoint,String,Digital Cloud Applications,String,ContosoInc,String,Responsys,String,Request,String
2017db8e-d8c8-4e94-8bde-30bf3121774b,b2d66d08-d0ca-4d65-9a7e-dc23e6203f4e,Report issues with Cybersource ContosoCanada,String,Report issues with Cybersource ContosoCanada,String,ContosoCanada AppDev,String,ContosoCanada,String,Cybersource,String,Incident,Binary
2017db8e-d8c8-4e94-8bde-30bf3121774b,b2df35b8-3360-498f-86d5-1faa1a981097,ETS Password Reset,String,Electronic Transaction System - (Electronic Journal) Password Reset,String,Solution Desk,String,ContosoInc,String,ETS,String,Incident,Binary
2017db8e-d8c8-4e94-8bde-30bf3121774b,b3005f85-7ca8-46ba-a654-b16b086efd97,DC Integration (Manhattan or EZ Metrics),String,ADP - DC Integration (Manhattan or EZ Metrics),String,ADP Time Support,String,"ContosoInc, Stores",String,ADP Timekeeping,String,Incident,Binary
2017db8e-d8c8-4e94-8bde-30bf3121774b,b349b6bc-a29f-480a-8292-faf41dd83f56,Jesta OBIEE ContosoCanada Issues,String,Report any issues with Jesta OBIEE,String,ContosoCanada ERP Support,String,ContosoCanada,String,Jesta OBIEE,String,Incident,Binary
2017db8e-d8c8-4e94-8bde-30bf3121774b,b3b3db26-4bdd-44ff-80c4-59e6f83b6adc,GCP Administration Request,String,Google Cloud Platform (GCP) administration request.  Work with the Platform and Reliability team to make administrative updates to GCP.,String,Platform Reliability Eng,String,ContosoInc,String,Google Cloud Platform,String,Request,String
2017db8e-d8c8-4e94-8bde-30bf3121774b,b418e542-31ad-4ba5-97b4-1c80603b2f9d,Request Front Door Access to RAVE,String,Request Front Door Access to RAVE,String,Solution Desk,String,ContosoInc,String,RAVE,Binary,Request,String
2017db8e-d8c8-4e94-8bde-30bf3121774b,b43c3d43-3cf8-4353-ac5a-92bf0900abb6,Office 365 -Unable to Send / Receive Emails,String,Unable to Send / Receive Emails,String,Solution Desk,String,ContosoInc,String,Microsoft Outlook,String,Incident,Binary
2017db8e-d8c8-4e94-8bde-30bf3121774b,b47225a4-3376-4923-b93c-ce40edf86402,Report Issues with Cisco Catalyst Switch,String,Report Issues with Cisco Catalyst Switch,String,Network,String,ContosoInc,String,Cisco Catalyst Switch,String,Incident,Binary
2017db8e-d8c8-4e94-8bde-30bf3121774b,b4ec5c5e-a864-454b-95e5-6f6452ffbcc9,ECLC RF Issues,String,ECLC RF Issues,String,NJDC Support,String,ContosoInc,String,ECLC Support,String,Incident,Binary
2017db8e-d8c8-4e94-8bde-30bf3121774b,b4f1825b-c678-43de-bc0c-1e8904297847,ContosoCanada Gift Card Issue,String,ContosoCanada Gift Card Issue,String,ContosoCanada ERP Support,String,ContosoCanada,String,Gift Cards,String,Incident,Binary
2017db8e-d8c8-4e94-8bde-30bf3121774b,b5ada0ec-fbb3-4c0e-8f97-6d57708d9057,Report Issues with Meraki Dashboard,String,Report Issues with Meraki Dashboard,String,Network,String,ContosoInc,String,Meraki Dashboard,String,Incident,Binary
2017db8e-d8c8-4e94-8bde-30bf3121774b,b61ffd13-2268-4a02-a158-9b4090130b1b,Request access to Spice Portal and NPLS,String,Request Spice Portal and NPLS access,String,ContosoCanada EDI Support,String,ContosoCanada,String,Spice Portal and NPLS,String,Request,String
2017db8e-d8c8-4e94-8bde-30bf3121774b,b652e216-33f2-4f62-85b6-e73c396f2f3d,WCS - Pick Tower Issues,String,WCS - Pick Tower Issues,String,DC Support,String,ContosoInc,String,Warehouse Control System (WCS),String,Incident,Binary
2017db8e-d8c8-4e94-8bde-30bf3121774b,b6f2d74f-91b0-41e0-ad8b-cbbcd35582fc,Report Issues with Sectigo,String,Report Issues with Sectigo,String,IT Security,String,ContosoInc,String,Sectigo,String,Incident,Binary
2017db8e-d8c8-4e94-8bde-30bf3121774b,b73c7a21-915d-4fa4-9e04-d93f9de90934,Report issues with Vertex,String,Report issues with Vertex,String,Corporate Systems,String,ContosoInc,String,Vertex,String,Incident,Binary
2017db8e-d8c8-4e94-8bde-30bf3121774b,b7453d02-77f2-4531-a7b3-aa68843cdac4,Report issues with Profitect,String,Submit an incident for Profitect,String,Corporate Systems,String,ContosoInc,String,Profitect,String,Incident,Binary
2017db8e-d8c8-4e94-8bde-30bf3121774b,b7db6ba5-4aa7-4a55-8de2-245d514637c1,Digital CMS -Incorrect Display,String,Content not displayed correctly on the website,String,Digital - Triage,String,ContosoInc,String,Digital CMS,String,Incident,Binary
2017db8e-d8c8-4e94-8bde-30bf3121774b,b847b5c9-05fa-42ce-8e19-1086b66dfea6,Jesta DSW - Item Not Available,String,Item Not Available Error or Item Ringing up Incorrectly - Jesta DSW,String,Solution Desk,String,ContosoInc,String,Jesta DSW,String,Incident,Binary
2017db8e-d8c8-4e94-8bde-30bf3121774b,b87149f9-7854-44a9-a175-bf8280dec030,Nitro PDF Issues,String,Having issues with Nitro Pro PDF software,String,Solution Desk,String,ContosoInc,String,Nitro PDF Tools,String,Incident,Binary
2017db8e-d8c8-4e94-8bde-30bf3121774b,b8ad8cdd-bd64-48b7-a8ee-c189c4f50fcd,Enterprise Planning Enhancement Request,String,Enhancement requests for EP Enterprise Planning,String,Merchandise Planning,String,ContosoInc,String,Enterprise Planning,String,Request,String
2017db8e-d8c8-4e94-8bde-30bf3121774b,b8afd067-83c5-4e1e-b926-30d246ee92f8,Unable to Access Beumer,String,Unable to Access Beumer,String,Distribution Systems,String,ContosoInc,String,Beumer,String,Incident,Binary
2017db8e-d8c8-4e94-8bde-30bf3121774b,b8cb02d6-7ce0-4771-90bc-791aed20e635,HighJump New Device or Station,String,"Configuring new Pack station, RF and Voice Devices",String,NJDC Support,String,ContosoInc,String,Highjump,Binary,Request,String
2017db8e-d8c8-4e94-8bde-30bf3121774b,b9c89f08-882c-4ebc-b725-6dd6fee7f1f1,Citrix Account Reset,String,If you need to reset your Citrix connection for MAP,String,Solution Desk,String,ContosoInc,String,Citrix,String,Incident,Binary
2017db8e-d8c8-4e94-8bde-30bf3121774b,b9ed38fc-46a8-4c4d-b5ab-ff0595b43910,OMS - Glass Break,String,OMS - Glass Break,String,IOC,String,ContosoInc,String,OMS,String,Request,String
2017db8e-d8c8-4e94-8bde-30bf3121774b,ba5c911f-e66a-4a61-a08d-68eda7411187,Nitro Access Request,String,Request access to Nitro Sign,String,Solution Desk,String,ContosoInc,String,Nitro PDF Tools,String,Request,String
2017db8e-d8c8-4e94-8bde-30bf3121774b,ba77300f-5171-42a5-a3bf-cdf7bf1b8ef5,Google Cloud Platform Issues,String,"Google Cloud Platform Issues, GCP ",String,Digital Cloud Applications,String,ContosoInc,String,Google Cloud Platform,String,Incident,Binary
2017db8e-d8c8-4e94-8bde-30bf3121774b,ba92f1b7-b86c-4d71-8fc1-a7a9f74af4a6,Failed pipeline,String,Azure Pipeline has failed and needs investigation,String,Platform Reliability Eng,String,ContosoInc,String,Azure DevOps,String,Incident,Binary
2017db8e-d8c8-4e94-8bde-30bf3121774b,baa97e3e-f5c7-4d5f-a607-a636af61a1d5,Security Incident,String,Report any IT related suspicious or mailcious activity,String,IT Security,String,"ContosoInc, Stores",String,Suspicious/Malicious Activity Reporting,String,Incident,Binary
2017db8e-d8c8-4e94-8bde-30bf3121774b,baf01a12-9d7c-48b1-8dc3-d21dc2ee536f,New Hire Citrix,String,New Hire Citrix,String,ContosoInc-Support - End User,String,ContosoInc,String,Automated - Onboarding,String,Request,String
2017db8e-d8c8-4e94-8bde-30bf3121774b,bb129c24-d89e-4725-bce5-757b88ca88b2,Unable to Access Citrix,String,Unable to connec to Citrix,String,Solution Desk,String,ContosoInc,String,Citrix,String,Incident,Binary
2017db8e-d8c8-4e94-8bde-30bf3121774b,bb516f39-67cb-4306-bbe8-ecc22d923322,DC RF Issue,String,DC RF Issue,String,DC Support,String,ContosoInc,String,RF Device,String,Incident,Binary
2017db8e-d8c8-4e94-8bde-30bf3121774b,bb8f9440-1bbb-476d-ac92-a7bb4a87aa57,Request Access to CSS,String,Request Access to CSS,String,Solution Desk,String,ContosoInc,String,CSS Rewards,String,Request,String
2017db8e-d8c8-4e94-8bde-30bf3121774b,bbc83f2c-fdad-46fd-bc00-f1a8cb8be29e,ABS and EDI - Box and Case Labels,String,Box and Case Labels for ABS/ EDI - Camuto,String,Camuto ERP Support,String,ContosoInc,String,ABS and EDI,String,Incident,Binary
2017db8e-d8c8-4e94-8bde-30bf3121774b,bbede51c-22d4-4e26-a9ca-e05861a57ccd,SIMS Back Office Issues,String,SIMS Back Office Issues,String,Store Technology,String,"ContosoInc, Stores",String,SIMS Back Office,String,Incident,Binary
2017db8e-d8c8-4e94-8bde-30bf3121774b,bc08f4da-fa31-4b98-a42d-5e56ba9e64bf,Submit a Jesta Vision Merchandising incident,String,Submit a Jesta Vision Merchandising incident,String,ContosoCanada ERP Support,String,ContosoCanada,String,DB Canada - Jesta Merchandising,String,Incident,Binary
2017db8e-d8c8-4e94-8bde-30bf3121774b,bc3471f4-2167-403c-aa4b-6c460aa3b9b6,Issues with AirDrop,String,Having issues with AirDrop on your MAC,String,ContosoInc-Engineering - End User,String,ContosoInc,String,AirDrop,String,Incident,Binary
2017db8e-d8c8-4e94-8bde-30bf3121774b,bc3e17f5-e2dc-4658-8c85-83af8913fbfd,Request Front Door Access to AWS,String,Request Front Door Access to AWS,String,Solution Desk,String,ContosoInc,String,AWS,String,Request,String
2017db8e-d8c8-4e94-8bde-30bf3121774b,bc483e17-b137-441a-8982-b69643f1d944,Request Access to MMP,String,Request Access to MMP,String,Solution Desk,String,ContosoInc,String,Merchandising Management Portal (MMP),String,Request,String
2017db8e-d8c8-4e94-8bde-30bf3121774b,bcc2b699-b0b4-4862-8d82-3f5547a4318b,Request Access to Digital Message Center,String,Request Access to Digital Message Center,String,Solution Desk,String,ContosoInc,String,Digital Message Center,String,Request,String
2017db8e-d8c8-4e94-8bde-30bf3121774b,bd0b8ab8-1655-4674-8dca-fdfa5b53f333,EDI - Drop Ship Issues,String,EDI - Drop Ship Issues,String,Integration,String,ContosoInc,String,EDI,String,Incident,Binary
2017db8e-d8c8-4e94-8bde-30bf3121774b,bd90ca69-7423-477d-af3b-893be3bfc79a,Circuit Down,String,Network circuit down,String,Network,String,"ContosoInc, Stores",String,Network,String,Incident,Binary
2017db8e-d8c8-4e94-8bde-30bf3121774b,bda4d0c3-16cc-4ea8-a1d1-3493999c5316,Jesta DSW - Kill Sessions,String,Jesta DSW - Kill Sessions,String,Database,Binary,ContosoInc,String,Jesta DSW,String,Incident,Binary
2017db8e-d8c8-4e94-8bde-30bf3121774b,bdf5cebc-f973-411b-ad91-0db88b79ae77,Request Front Door Access to Cofense,String,Request Front Door Access to Cofense,String,Solution Desk,String,ContosoInc,String,Cofense,String,Request,String
2017db8e-d8c8-4e94-8bde-30bf3121774b,bdf90ee1-95ff-432d-8b65-d787ae99499d,Report Issues with RangeMe,String,Report Issues with RangeMe,String,Solution Desk,String,ContosoInc,String,RangeMe,String,Incident,Binary
2017db8e-d8c8-4e94-8bde-30bf3121774b,be85ffcd-4342-432e-afce-24a4b50ab3e1,Enterprise Planning Citrix Reset,String,If you are having connection issues with EP Enterprise Planning use this to have your citrix connection reset,String,Solution Desk,String,ContosoInc,String,Enterprise Planning,String,Incident,Binary
2017db8e-d8c8-4e94-8bde-30bf3121774b,bed7f5cc-cf2f-46e0-9740-0a040c39c471,Troubleshooting Assisance with Apigee,String,Need help troubleshooting existing Apigee endpoint,String,Platform Reliability Eng,String,ContosoInc,String,Apigee,String,Incident,Binary
2017db8e-d8c8-4e94-8bde-30bf3121774b,bf2ae1af-7070-4a27-81a3-7624de0edab5,Unable to Access WCS,String,Unable to Access WCS,String,Distribution Systems,String,ContosoInc,String,Warehouse Control System (WCS),String,Incident,Binary
2017db8e-d8c8-4e94-8bde-30bf3121774b,bf5aae49-06ca-47f2-83ff-56e3f2dde4dd,Request access to POS Rewards,String,Request Access POS Rewards,String,Digital Cloud Applications,String,ContosoInc,String,POS Rewards,String,Request,String
2017db8e-d8c8-4e94-8bde-30bf3121774b,bf68544f-f862-44c9-9561-7d4d5abac5e2,Request Access to Unix Servers,String,Request Access,String,IOC,String,ContosoInc,String,Unix,Binary,Request,String
2017db8e-d8c8-4e94-8bde-30bf3121774b,bf86de0f-d0f8-407f-852e-1d92094d7ac1,Report Issues with MPANDA,String,Report Issues with MPANDA,String,Merchandise Planning,String,ContosoInc,String,MPanda,String,Incident,Binary
2017db8e-d8c8-4e94-8bde-30bf3121774b,bf9c1f6d-871d-495b-a729-e020322eb67e,Incorrect Promotion display in Ribbon,String,Promotion not displayed correctly on the site in the Ribbon,String,Digital - Triage,String,ContosoInc,String,Dot Com Promotions,String,Incident,Binary
2017db8e-d8c8-4e94-8bde-30bf3121774b,bfeab69b-84e6-4a3a-9082-9de95665f7e7,"Inbound POs Cases, Containers, and Receipts",String,"Inbound POs Cases, Containers, and Receipts",String,NJDC Support,String,ContosoInc,String,Highjump,Binary,Incident,Binary
2017db8e-d8c8-4e94-8bde-30bf3121774b,c0274544-f918-41fe-8e61-9afcb6da29b1,VIP Rewards - System Issue,String,VIP Rewards - System Issue,String,Digital Cloud Applications,String,"ContosoInc, Stores",String,VIP Rewards,String,Incident,Binary
2017db8e-d8c8-4e94-8bde-30bf3121774b,c02c0d16-8d53-4830-ab38-3afd9c5a56f7,Yantra Database Issues,String,Yantra Database Issues,String,Database,Binary,ContosoInc,String,Yantra Database,String,Incident,Binary
2017db8e-d8c8-4e94-8bde-30bf3121774b,c0c2454f-51d1-443c-9d79-ab2962ad91e1,Korber Support Integration,String,Korber Integration issues,String,Camuto Highjump,String,ContosoInc,String,Highjump,Binary,Incident,Binary
2017db8e-d8c8-4e94-8bde-30bf3121774b,c0e0d16e-fbf8-40db-b448-4720228da75b,Request Access Palo Alto Firewall,String,Request Access Palo Alto Firewall,String,Network,String,ContosoInc,String,Palo Alto Firewall,String,Request,String
2017db8e-d8c8-4e94-8bde-30bf3121774b,c10bb1f2-1b0c-4085-aba9-0835dffc496d,Unable to Access Jesta Business Publisher / Error,String,Unable to Access or receiving an error in Jesta Business Publisher,String,ContosoCanada ERP Support,String,ContosoCanada,String,Jesta Publisher,String,Incident,Binary
2017db8e-d8c8-4e94-8bde-30bf3121774b,c10cd8e8-2859-4de7-8e0b-9353d0ca75a9,Request Front Door Access to The Learning Spot,String,Request Front Door Access to The Learning Spot,String,Solution Desk,String,ContosoInc,String,Learning Spot,String,Request,String
2017db8e-d8c8-4e94-8bde-30bf3121774b,c177402e-e3b6-4f86-a355-a93fb4b53f20,More than 10 Customers cannot place order on dot com,String,More than 10 Customers cannot place order on dot com,String,Digital ATG,String,ContosoInc,String,Digital Orders,String,Incident,Binary
2017db8e-d8c8-4e94-8bde-30bf3121774b,c1b20df3-394a-48df-9350-3a40ab7db139,Request access to PayPal ContosoCanada,String,Request access to PayPal ContosoCanada,String,ContosoCanada AppDev,String,ContosoCanada,String,PAYPAL ContosoCanada,String,Request,String
2017db8e-d8c8-4e94-8bde-30bf3121774b,c22a7f2a-4da4-4e34-9883-bf36ebb23aef,Traffic Audit Request,String,Traffic Counter Audit Request,String,Solution Desk,String,ContosoInc,String,Traffic Counter,String,Request,String
2017db8e-d8c8-4e94-8bde-30bf3121774b,c301d4e8-ed2e-40e0-81f1-68dec8f13de2,Request Access/Installation of Jesta Merchandising,String,Request Access/Installation,String,ContosoCanada ERP Support,String,ContosoCanada,String,Jesta Merchandising,String,Request,String
2017db8e-d8c8-4e94-8bde-30bf3121774b,c3cbf7a6-c59f-43ba-9fc3-7aca1334aefa,BOL generation and printing,String,BOL generation and printing,String,NJDC Support,String,ContosoInc,String,Highjump,Binary,Incident,Binary
2017db8e-d8c8-4e94-8bde-30bf3121774b,c40ac171-c5d6-4594-a60b-38cd866ebfd7,Report Issues with Sailpoint,String,Report Issues with Sailpoint,String,IAM Support,String,ContosoInc,String,SailPoint,String,Incident,Binary
2017db8e-d8c8-4e94-8bde-30bf3121774b,c4c9eb6b-45f8-4349-bc7b-df95c9d80f4a,"Pack wave, Putwall routing, Container Content, Putwall Auditing, Container Close and Wave Status",String,"Pack wave, Putwall routing, Container Content, Putwall Auditing, Container Close and Wave Status",String,NJDC Support,String,ContosoInc,String,Highjump,Binary,Incident,Binary
2017db8e-d8c8-4e94-8bde-30bf3121774b,c4dd28d5-c10b-472f-8ba0-4079561ccdfc,Jesta Vendor Update,String,Update Vendor Information,String,Supply Chain Systems,String,ContosoInc,String,Jesta DSW,String,Request,String
2017db8e-d8c8-4e94-8bde-30bf3121774b,c4f803a0-09cf-4abd-be48-3caca83d49bd,Request Access to Digital Profile Center,String,Request access to Digital Profile Center,String,Solution Desk,String,ContosoInc,String,Digital Profile Center,String,Request,String
2017db8e-d8c8-4e94-8bde-30bf3121774b,c554a355-1019-4a94-905a-06054bc4e50e,ADP Timecards,String,"ADP Missing punches, timecard approvals",String,ADP Time Support,String,"ContosoInc, Stores",String,ADP Timekeeping,String,Incident,Binary
2017db8e-d8c8-4e94-8bde-30bf3121774b,c613e90c-9dc3-4fa4-a328-46979e157299,Unable to Access SOC,String,Unable to Access SOC,String,SOC Support,String,ContosoCanada,String,Store Operation Center,String,Incident,Binary
2017db8e-d8c8-4e94-8bde-30bf3121774b,c670c379-6f7e-4e26-8651-9cd879d5bfcf,Jesta DSW Issues,String,Jesta DSW issues,String,Supply Chain Systems,String,ContosoInc,String,Jesta DSW,String,Incident,Binary
2017db8e-d8c8-4e94-8bde-30bf3121774b,c680a851-4681-47fb-b046-52a32547384f,System Outage,String,OMS system outage,String,Digital OMS,String,ContosoInc,String,OMS,String,Incident,Binary
2017db8e-d8c8-4e94-8bde-30bf3121774b,c6a13b63-f735-4f64-ad4a-46beba74b38b,Highjump Order Import,String,"Order Import configuration, validations and issues",String,Camuto Highjump,String,ContosoInc,String,Highjump,Binary,Incident,Binary
2017db8e-d8c8-4e94-8bde-30bf3121774b,c7ec95e6-b790-4881-8f8e-26ef4d78e465,Customer Privacy Requests,String,Customer Privacy Requests,String,Digital Cloud Applications,String,ContosoInc,String,OneTrust,Binary,Request,String
2017db8e-d8c8-4e94-8bde-30bf3121774b,c8209b3b-6c65-48c2-b75c-8fd0dd356fb3,Report Issues with Cisco ASA,String,Report Issues with Cisco ASA,String,Network,String,ContosoInc,String,Cisco ASA,String,Incident,Binary
2017db8e-d8c8-4e94-8bde-30bf3121774b,c88f9359-4000-4700-8440-69a7317b0821,Unable to Access Front Door,String,Unable to Access Front Door,String,Solution Desk,String,ContosoInc,String,Front Door,String,Incident,Binary
2017db8e-d8c8-4e94-8bde-30bf3121774b,c89c9c5c-d554-4b21-a9f3-9aabe0bbc3b1,WM -Pick Tower Issues,String,WM -Pick Tower Issues,String,DC Support,String,ContosoInc,String,Warehouse Management,String,Incident,Binary
