PartitionKey,RowKey,Category,Category_type,CategoryDescription,CategoryDescription_type,DefaultTeam,DefaultTeam_type,Organization,Organization_type,Service,Service_type,Type,Type_type
2017db8e-d8c8-4e94-8bde-30bf3121774b,c8ee7742-7386-43bc-bdbe-53792be2c1bf,Unable to Access Tableau,String,"Require new user Access for Tableau, having trouble logging in, or the application is not loading",String,Business Intelligence,String,ContosoInc,String,Tableau,String,Incident,Binary
2017db8e-d8c8-4e94-8bde-30bf3121774b,c91b9d92-4540-451e-9c8f-5a00d99ede26,Unable to Access Windows Server,String,Unable to Access Windows Server,String,Infrastructure Windows,String,ContosoInc,String,Windows Server,String,Incident,Binary
2017db8e-d8c8-4e94-8bde-30bf3121774b,c92b572a-e0b4-49ca-8973-12498e89020d,Windows Issues - Full Work Stoppage,String,Please report and issues with your Windows PC that are causing you to completely be unable to work,String,Solution Desk,String,ContosoInc,String,Computer - Windows,String,Incident,Binary
2017db8e-d8c8-4e94-8bde-30bf3121774b,c93e4b24-c5e8-46b7-84b2-407553349661,Brand Setup,String,ABS - Brand Setup,String,Camuto ERP Support,String,ContosoInc,String,ABS and EDI,String,Request,String
2017db8e-d8c8-4e94-8bde-30bf3121774b,c9d87127-e81b-4f88-8aaa-afa237f3929e,Database - Azure Troubleshooting Assistance,String,Azure Troubleshooting Assistance with databases,String,Database,Binary,ContosoInc,String,Azure Database,String,Request,String
2017db8e-d8c8-4e94-8bde-30bf3121774b,ca18011e-ff39-46ce-a620-b280d982877f,Update Distrobution List,String,Update Distrobution List,String,Infrastructure Windows,String,ContosoInc,String,Microsoft Outlook,String,Request,String
2017db8e-d8c8-4e94-8bde-30bf3121774b,cad26272-e6d9-48a8-9ac3-533e2d59558f,Really Awesome New Cisco confIg Differ (RANCID) Issues,String,Report issues with RANCID,String,Network,String,ContosoInc,String,Really Awesome New Cisco confIg Differ (RANCID),String,Incident,Binary
2017db8e-d8c8-4e94-8bde-30bf3121774b,cb12c344-93c0-4769-9bbb-9f98b1e0b6eb,Request Access to Stream,String,Need access to create/upload video's,String,Solution Desk,String,ContosoInc,String,Microsoft Stream,String,Request,String
2017db8e-d8c8-4e94-8bde-30bf3121774b,cb1a5145-a13c-43ac-9a24-8502a3082341,Jesta Vision Answers Password Reset,String,Designer Brands Canada  VCP/Vision Answers password reset,String,ContosoCanada ERP Support,String,ContosoCanada,String,Jesta Vision Answers,String,Incident,Binary
2017db8e-d8c8-4e94-8bde-30bf3121774b,cb3651cd-c76a-49db-b5cb-0a65d6274c71,Access/Permissions to Hot On Time,String,Camuto Hot On Time Access Requests,String,HotOnTime,String,ContosoInc,String,User Account - Hot On Time,String,Request,String
2017db8e-d8c8-4e94-8bde-30bf3121774b,cb4932f0-71e7-42ee-99c2-696ffcf46201,Unable to Access Jesta Business Publisher / Error,String,Unable to Access or receiving an error in Jesta Business Publisher,String,ContosoCanada ERP Support,String,ContosoCanada,String,DB Canada - Jesta Publisher,String,Incident,Binary
2017db8e-d8c8-4e94-8bde-30bf3121774b,cb572a80-9ad6-4606-bec4-a72b8054377a,WM - Label Issues,String,WM - Label Issues,String,DC Support,String,ContosoInc,String,Warehouse Management,String,Incident,Binary
2017db8e-d8c8-4e94-8bde-30bf3121774b,cb8c027c-f23b-43cf-9d30-999cb0f7981d,Need to have a performance report or other form moved to another user,String,Need to have a performance report or other form moved to another user,String,HR Systems,String,ContosoInc,String,Success Factors,String,Request,String
2017db8e-d8c8-4e94-8bde-30bf3121774b,cb953abd-7eac-47cb-b36d-4e676643a9da,Request Access to Puppet,String,Request Access to Puppet,String,Unix,Binary,ContosoInc,String,Puppet,String,Request,String
2017db8e-d8c8-4e94-8bde-30bf3121774b,cc55f158-0ac5-4547-b003-cd2edb6f6713,Troubleshoot Akamai Image Manager,String,Troubleshoot issues with Akamai Image Manager,String,Digital Cloud Applications,String,ContosoInc,String,Akamai,String,Incident,Binary
2017db8e-d8c8-4e94-8bde-30bf3121774b,cc950016-94ff-4292-ace0-5ef65dd65bc4,Unix Password Reset,String,Reset Unix Passwords,String,Solution Desk,String,ContosoInc,String,Unix,Binary,Incident,Binary
2017db8e-d8c8-4e94-8bde-30bf3121774b,ccb4582d-9626-47bd-a9c2-c54948b7a82e,Jesta DSW -Temp Pricing Issues,String,Issue with Temp Pricing in Jesta DSW,String,Solution Desk,String,ContosoInc,String,Jesta DSW,String,Incident,Binary
2017db8e-d8c8-4e94-8bde-30bf3121774b,cd648b7e-ce2e-4d3f-89e4-548ca363f874,Lucernex - Front Door Access Only,String,"For all other issues, see Kim Sankey.  This is only to get Front Door access.",String,Solution Desk,String,ContosoInc,String,Lucernex,Binary,Request,String
2017db8e-d8c8-4e94-8bde-30bf3121774b,cd8239b5-cb30-426a-8bd6-c253241a0d39,Network Print -Toner questions,String,Toner questions,String,Solution Desk,String,ContosoInc,String,Network Printer,String,Incident,Binary
2017db8e-d8c8-4e94-8bde-30bf3121774b,cdff7ba8-0eef-42eb-ae2a-74b1fa770aad,Cisco Unified Communications Manager (PBX) Issues,String,Issues with Cisco Unified Communications Manager (PBX),String,Network,String,ContosoInc,String,Cisco Unified Communications Manager (PBX),String,Incident,Binary
2017db8e-d8c8-4e94-8bde-30bf3121774b,ce2ea541-afed-4531-9fde-3fb976206e61,Highjump - Inventory Adjustment,String,Inventory Adjustment,String,NJDC Support,String,ContosoInc,String,Highjump,Binary,Incident,Binary
2017db8e-d8c8-4e94-8bde-30bf3121774b,cf0e945a-441f-4051-96d5-e75559d4b820,Jesta Publisher Access Request,String,Request Jesta Business Publisher access,String,ContosoCanada ERP Support,String,ContosoCanada,String,Jesta Publisher,String,Request,String
2017db8e-d8c8-4e94-8bde-30bf3121774b,cf3dc2fc-2557-4028-82df-f1508b97ce6d,Request access to use USB device on your computer,String,Request access to use USB device on your computer,String,Solution Desk,String,ContosoInc,String,USB Drive Access,String,Request,String
2017db8e-d8c8-4e94-8bde-30bf3121774b,cf631cc5-a1f0-4d12-9d0f-4ba3f75f1b4b,Database Password Reset,String,,,IOC,String,ContosoInc,String,Database,Binary,Incident,Binary
2017db8e-d8c8-4e94-8bde-30bf3121774b,d10b1b91-e9d5-4bc0-a3e1-e9283b1cd791,Microstrategy - Receiving an Error in a Report,String,Receving an error in a Microstrategy report,String,Business Intelligence,String,ContosoInc,String,Microstrategy,String,Incident,Binary
2017db8e-d8c8-4e94-8bde-30bf3121774b,d1846402-7af4-4de7-b383-cf1b9efebe58,Learning Spot Account Issue,String,Learning Spot Account Issue,String,DB Learning & Development,String,"ContosoInc, Stores",String,Learning Spot,String,Incident,Binary
2017db8e-d8c8-4e94-8bde-30bf3121774b,d191f9ed-8bbc-4ca7-bcb6-b722f41fd98d,Camuto Onboarding Request(Brazil/China),String,Used for the creation of Camuto Brazil/China users accounts,String,Solution Desk,String,ContosoInc,String,Onboarding,String,Request,String
2017db8e-d8c8-4e94-8bde-30bf3121774b,d23e21c4-9496-4ccc-9645-50538a09bcfd,Tablet Issues,String,"Report issues with store tablet, ipad",String,ContosoCanada Store Support,String,ContosoCanada,String,DB Canada - Tablet,String,Incident,Binary
2017db8e-d8c8-4e94-8bde-30bf3121774b,d2538b72-84b8-4a92-bb11-adbb7b4ab0df,Report Issues with Lucernex,String,Report Issues with Lucernex,String,Solution Desk,String,ContosoInc,String,Lucernex,Binary,Incident,Binary
2017db8e-d8c8-4e94-8bde-30bf3121774b,d259e991-699b-4b45-872a-9fea2f4084ee,Request Access to JAMF,String,Request Access to JAMF,String,ContosoInc-Support - End User,String,ContosoInc,String,JAMF,Binary,Request,String
2017db8e-d8c8-4e94-8bde-30bf3121774b,d29cf47d-6e2f-4f22-bf23-522f5c682585,Customer not able to properly apply promotion on website,String,General issue with a promotion being applied,String,Digital - Triage,String,ContosoInc,String,Dot Com Promotions,String,Incident,Binary
2017db8e-d8c8-4e94-8bde-30bf3121774b,d2a241ce-dad2-4b31-933a-128e7eacb91d,Azure Troubleshooting Assistance,String,"Need help troubleshooting cloud resources (Kubernetes, Virtual machines, Network access, Databases, Queues, etc)",String,Platform Reliability Eng,String,ContosoInc,String,Azure Cloud,String,Request,String
2017db8e-d8c8-4e94-8bde-30bf3121774b,d2f6fc71-f1ab-43bc-888b-c85c03fd9f05,Request Remote Printer,String,Request assistance with installed an approved printer at your home that is connected to your work computer,String,Solution Desk,String,ContosoInc,String,Remote Printer,String,Request,String
2017db8e-d8c8-4e94-8bde-30bf3121774b,d3f1a5ea-2692-4e04-9e04-2c0447ce8ContosoCanada,ThreatMetrix Issues,String,ThreatMetrix Issues,String,Corporate Systems,String,ContosoInc,String,ThreatMetrix,Binary,Incident,Binary
2017db8e-d8c8-4e94-8bde-30bf3121774b,d487a231-5e69-4f82-9cc2-051290aacf1f,Request Front Door Access to One Cloud,String,Request Front Door Access to One Cloud,String,Solution Desk,String,ContosoInc,String,One Cloud,String,Request,String
2017db8e-d8c8-4e94-8bde-30bf3121774b,d48c4535-0384-4d72-974c-1b7e3e95cd96,Request a New Sharepoint Site Creation,String,Request a New Sharepoint Site Creation,String,Infrastructure Windows,String,ContosoInc,String,Sharepoint,String,Request,String
2017db8e-d8c8-4e94-8bde-30bf3121774b,d5162876-3f22-4263-888c-d9fContosoCanadac68314,Report issues with Think LP,String,Submit an incident for Think LP,String,Corporate Systems,String,ContosoInc,String,Think LP,String,Incident,Binary
2017db8e-d8c8-4e94-8bde-30bf3121774b,d567eb2e-bb09-4ec2-9a66-850de36f6253,Unable to Access Braintree,String,Unable to Access Braintree Online Payment Solutions,String,Digital Cloud Applications,String,ContosoInc,String,Braintree,String,Incident,Binary
2017db8e-d8c8-4e94-8bde-30bf3121774b,d5ab03e9-ecb6-43ac-8da8-d30fdd8e1ab6,ERP Issues,String,Any issues with ERP Oracle Fusion,String,Corporate Systems,String,ContosoInc,String,ERP Oracle Fusion,String,Incident,Binary
2017db8e-d8c8-4e94-8bde-30bf3121774b,d6191dd0-64ab-4259-b8de-41b69beb6b14,Other Software,String,Only select this option if the software or access is not listed in the other ITSR selections,String,Solution Desk,String,ContosoInc,String,ITSR - Other,String,Request,String
2017db8e-d8c8-4e94-8bde-30bf3121774b,d628e4c0-0622-4699-b424-632d847b001f,Jesta Vision Answers Issues,String,Submit a Jesta Vision Merchandising incident,String,ContosoCanada ERP Support,String,ContosoCanada,String,Jesta Vision Answers,String,Incident,Binary
2017db8e-d8c8-4e94-8bde-30bf3121774b,d6407235-9f4a-4e2a-8132-8215a759db3e,Report Issues with Work Front,String,Report Issues with Work Front,String,Marketing Segmentation,String,ContosoInc,String,Workfront,String,Incident,Binary
2017db8e-d8c8-4e94-8bde-30bf3121774b,d711e4f5-7a39-460d-ac59-40cf8adc34c6,Dot Com Incorrect content display,String,Incorrect content display on webstie,String,Digital ATG,String,ContosoInc,String,Digital Applications,String,Incident,Binary
2017db8e-d8c8-4e94-8bde-30bf3121774b,d713214c-15f6-404e-b4f6-f12ccf13fa71,Request access to Data2Logistics,String,Request access to Data2Logistics,String,Solution Desk,String,ContosoInc,String,Data2Logistics,String,Request,String
2017db8e-d8c8-4e94-8bde-30bf3121774b,d71c5718-0169-4a74-867b-f786b90195e3,Database Script execution or code deployment,String,DDL or DML requests for Database team,String,Database,Binary,ContosoInc,String,Database,Binary,Request,String
2017db8e-d8c8-4e94-8bde-30bf3121774b,d7f470c2-5063-4024-9974-8e2f27303956,Camuto POs need reset for Inspectorio,String,Camuto POs need reset for Inspectorio,String,ABS,String,ContosoInc,String,Inspectorio,String,Incident,Binary
2017db8e-d8c8-4e94-8bde-30bf3121774b,d86fd227-7a3c-47f2-a7a9-d65e26a91a8d,Report Issues with Eigen and TD Portal,String,Report Issues with Eigen and TD Portal,String,ContosoCanada AppDev,String,ContosoCanada,String,Eigen and TD Portal DB Canada,String,Incident,Binary
2017db8e-d8c8-4e94-8bde-30bf3121774b,d950ea7f-5be9-49f4-9d33-4b15e721afd4,JWalk and OContosoCanada access,String,Issues with JWALK and or OContosoCanada access,String,Solution Desk,String,ContosoInc,String,ABS,String,Incident,Binary
2017db8e-d8c8-4e94-8bde-30bf3121774b,d9841900-4bb0-4da9-9422-f7943a57ec16,Request Access to VIP Rewards,String,Request Access to VIP Rewards,String,Digital Cloud Applications,String,ContosoInc,String,VIP Rewards,String,Request,String
2017db8e-d8c8-4e94-8bde-30bf3121774b,da7f4a3d-40b2-49ad-a77f-23c535d16fa3,Add User to AD group,String,Add users to any Active Directory group,String,Solution Desk,String,ContosoInc,String,Domain,String,Request,String
2017db8e-d8c8-4e94-8bde-30bf3121774b,da8249f1-2a41-4ca6-a93d-dbb128884a28,Request Access to OMS COM,String,Request Access to OMS COM,String,Solution Desk,String,ContosoInc,String,OMS COM,String,Request,String
2017db8e-d8c8-4e94-8bde-30bf3121774b,dac52fff-037c-4695-9001-7da8677c48a4,Redpoint - Report issue with Coupon Issuance,String,Report issue with Coupon Issuance,String,Digital Cloud Applications,String,ContosoInc,String,Redpoint,Binary,Incident,Binary
2017db8e-d8c8-4e94-8bde-30bf3121774b,dad7df13-9579-42cc-bab8-d89780dc4b08,Request Access to Windows Servers,String,Please list all servers access is needed for,String,Infrastructure Windows,String,ContosoInc,String,Windows Server,String,Request,String
2017db8e-d8c8-4e94-8bde-30bf3121774b,daf87ded-ec7e-4e75-a387-6c31c6028ed8,Issue with FileServer,String,Issue with FileServer,String,San Operations,String,ContosoInc,String,FileServer,String,Incident,Binary
2017db8e-d8c8-4e94-8bde-30bf3121774b,db0ad949-068a-424e-9128-1adbe4a22b5c,Missing Network Drives,String,Missing Network Drives,String,Solution Desk,String,ContosoInc,String,Network Drives,String,Incident,Binary
2017db8e-d8c8-4e94-8bde-30bf3121774b,db0fa4ca-3178-41a5-b70a-044cec147ea6,Data Issues or Questions,String,Questions or issues with the Data in Tableau,String,Business Intelligence,String,ContosoInc,String,Tableau,String,Incident,Binary
2017db8e-d8c8-4e94-8bde-30bf3121774b,db5fb2da-3c7e-4e56-919b-a5bf4924a368,CGRS -Finance Reports,String,"Issues with the Camuto Group Finance Reports, please provide as much detail as possible.",String,CGRS,Binary,ContosoInc,String,CGRS,Binary,Incident,Binary
2017db8e-d8c8-4e94-8bde-30bf3121774b,db7325e7-10a9-4aab-af32-8d50fadec05d,Unable to Access Sample Tracker,String,Unable to Access Sample Tracker,String,Digital Cloud Applications,String,ContosoInc,String,Sample Tracker,String,Incident,Binary
2017db8e-d8c8-4e94-8bde-30bf3121774b,db7ff914-e17b-473c-a949-faa4f2122deb,Network Print -Configuration Issue,String,Needs Configured or Setup,String,Solution Desk,String,ContosoInc,String,Network Printer,String,Incident,Binary
2017db8e-d8c8-4e94-8bde-30bf3121774b,db9ecfe7-e913-4561-b0ce-e834f3e3367a,Request Access to Akamai,String,Request Access to Akamai,String,Solution Desk,String,ContosoInc,String,Akamai,String,Request,String
2017db8e-d8c8-4e94-8bde-30bf3121774b,dc0b03bc-44e4-407e-90e8-60cd30a8c41c,Request Access Cisco Secure Access Control System (ACS),String,Request Access Cisco Secure Access Control System (ACS),String,Network,String,ContosoInc,String,Cisco Secure Access Control System (ACS),String,Request,String
2017db8e-d8c8-4e94-8bde-30bf3121774b,dc405bc4-b11e-48a0-974d-49b609c53a85,Softphone Issue,String,Incontact Softphone Issue,String,ContosoInc-Support - End User,String,ContosoInc,String,InContact,String,Incident,Binary
2017db8e-d8c8-4e94-8bde-30bf3121774b,dc4449d6-49b3-40ea-bbdb-81b2210f8443,WM Password Reset,String,Warehouse Management Password Reset,String,DC Support,String,ContosoInc,String,Warehouse Management (WM),String,Incident,Binary
2017db8e-d8c8-4e94-8bde-30bf3121774b,dc53b74b-9258-4dd8-9be6-21d64f25deff,Unable to Connect to Wired Network,String,Computer is unable to connect to the wired Network,String,Solution Desk,String,ContosoInc,String,Network,String,Incident,Binary
2017db8e-d8c8-4e94-8bde-30bf3121774b,dd3f4222-7944-4d67-86b6-eb4efd725bf1,XM Sytem Restart,String,XM Sytem Restart,String,Platform Reliability Eng,String,ContosoInc,String,XM,String,Incident,Binary
2017db8e-d8c8-4e94-8bde-30bf3121774b,ddad2334-99eb-4224-8895-ac1466509ab2,CGRS -Flash Reports,String,"Issues with the Daily and Monthly Camuto Group Activity reports, please provide as much detail as possible.",String,CGRS,Binary,ContosoInc,String,CGRS,Binary,Incident,Binary
2017db8e-d8c8-4e94-8bde-30bf3121774b,de2098e9-c7f9-4a37-8f60-972533d59935,"Add, Remove, or Troubleshoot a Grafana Datasource",String,"Add, Remove, or Troubleshoot a Grafana Datasource",String,Platform Reliability Eng,String,ContosoInc,String,Grafana,String,Incident,Binary
2017db8e-d8c8-4e94-8bde-30bf3121774b,de2a6fcc-cc36-4e4c-b016-6225a1516019,Order Carrier or Address Changes,String,Order Carrier or Address Changes,String,NJDC Support,String,ContosoInc,String,Highjump,Binary,Incident,Binary
2017db8e-d8c8-4e94-8bde-30bf3121774b,df623479-7346-4de5-b610-292873009e42,Analog Alarm Lines Not Connecting,String,Alarm Lines have no Signal or are not connecting,String,Solution Desk,String,ContosoInc,String,Alarm Lines,String,Incident,Binary
2017db8e-d8c8-4e94-8bde-30bf3121774b,dfc7a0e4-7a16-49d5-820b-847216d99c6e,Request access to APEX US,String,Request access to APEX US,String,Digital Cloud Applications,String,ContosoInc,String,APEX US,String,Request,String
2017db8e-d8c8-4e94-8bde-30bf3121774b,e01e7036-254d-4404-b116-5eb0da7f7cc9,Request Access to Pyramid,String,Request Access to Pyramid,String,DC Support,String,ContosoInc,String,Pyramid,String,Request,String
2017db8e-d8c8-4e94-8bde-30bf3121774b,e05ba4c5-b7f5-4302-b2e8-ffab989a1191,After Pay Not Available,String,After Pay option not available to use online,String,Platform Reliability Eng,String,ContosoInc,String,AfterPay,Binary,Incident,Binary
2017db8e-d8c8-4e94-8bde-30bf3121774b,e0714c15-8393-4599-80ff-50253a1c2dc6,Blacklist URL,String,"Request to Blacklist a URL, website",String,IT Security,String,ContosoInc,String,Blacklist,String,Request,String
2017db8e-d8c8-4e94-8bde-30bf3121774b,e0736806-5d4f-45bb-aa92-2454eb802acb,General User Interface Issue Mobile App,String,"Report an urgent, revenue-impacting, production issue in the Digital Mobile App",String,Digital UI - Mobile,String,ContosoInc,String,Dot Com User Interface,String,Incident,Binary
2017db8e-d8c8-4e94-8bde-30bf3121774b,e0b69d6a-2df3-4933-8235-855a832e5090,ADP Forecast Planner,String,ADP Forecast Planner,String,ADP Store Scheduling Support,String,"ContosoInc, Stores",String,ADP Timekeeping,String,Incident,Binary
2017db8e-d8c8-4e94-8bde-30bf3121774b,e1261422-2392-4636-b74a-d590d21a83a4,VIP - Customer Unable to Access,String,Customer unable to access VIP account,String,Digital Cloud Applications,String,"ContosoInc, Stores",String,VIP Rewards,String,Incident,Binary
2017db8e-d8c8-4e94-8bde-30bf3121774b,e13233c5-d61e-4191-9b6d-b443844e8e26,Jesta DSW Password Reset,String,DSW Jesta Password Reset,String,IOC,String,ContosoInc,String,Jesta DSW,String,Incident,Binary
2017db8e-d8c8-4e94-8bde-30bf3121774b,e1525873-7c4a-4aca-99df-7f788cbd34b5,SSL certificate request,String,SSL certificate request,String,IT Security,String,ContosoInc,String,SSL Certificate,String,Request,String
2017db8e-d8c8-4e94-8bde-30bf3121774b,e1f035b9-cbd1-43e5-be7a-6da99a8d8136,Request access to Onsite Splunk,String,For access to the temporary onsite Splunk solution,String,IT Security,String,ContosoInc,String,Onsite Splunk,String,Request,String
2017db8e-d8c8-4e94-8bde-30bf3121774b,e20dbbcf-4c18-4e80-9ca1-97812b752454,Privileged Account Creation,String,"Used for requesting new accounts as in service, shared, or privileged (administrator) accounts",String,Infrastructure Windows,String,ContosoInc,String,Domain,String,Request,String
2017db8e-d8c8-4e94-8bde-30bf3121774b,e2288b21-bff6-4c05-b3ab-3e636459f78b,Report issues with WinPak,String,Report issues with WinPak,String,Corporate Systems,String,ContosoInc,String,WinPak,String,Incident,Binary
2017db8e-d8c8-4e94-8bde-30bf3121774b,e266c091-14f2-45f7-af6f-8d3108e05ef4,Timeneye Issues,String,Create an incident for timekeeping software Timeneye,String,Corporate Systems,String,ContosoInc,String,Timeneye,Binary,Incident,Binary
2017db8e-d8c8-4e94-8bde-30bf3121774b,e2844e99-ca8b-44bf-9b5d-9e6b0d713410,Request Access to Visio,String,Access request access for Visio,String,Solution Desk,String,ContosoInc,String,Visio,String,Request,String
2017db8e-d8c8-4e94-8bde-30bf3121774b,e2873e3e-6865-444e-aa5f-9eab797188d7,Report issues with Lognet,String,Submit Incident with Lognet,String,LogNet,String,ContosoInc,String,Lognet,String,Incident,Binary
2017db8e-d8c8-4e94-8bde-30bf3121774b,e3b1a5e0-b467-4623-b0a0-fbb50e5bcd16,Router Issues,String,Router Issues,String,Network,String,"ContosoInc, Stores",String,Network,String,Incident,Binary
2017db8e-d8c8-4e94-8bde-30bf3121774b,e3e2cce9-1795-40ce-a1ad-54135fd3e155,Endeca Issues,String,Endeca Issues,String,Platform Reliability Eng,String,ContosoInc,String,Endeca,String,Incident,Binary
2017db8e-d8c8-4e94-8bde-30bf3121774b,e3fd557e-28d9-46ff-a373-1f5bd5a244db,On-board application metrics into Prometheus,String,We can help setup applications and servers with Prometheus,String,Platform Reliability Eng,String,ContosoInc,String,Prometheus,String,Request,String
2017db8e-d8c8-4e94-8bde-30bf3121774b,e4deed44-cfc6-41b7-8b0c-2e160a3295e4,Request Access to Grafana,String,Request Access to Grafana,String,Solution Desk,String,ContosoInc,String,Grafana,String,Request,String
2017db8e-d8c8-4e94-8bde-30bf3121774b,e500ab79-b665-4f32-9c9b-9a3dbdc9fc1b,ABS and EDI - Retrigger Styles,String,Retrigger Styles for ABS/ EDI - Camuto,String,Camuto EDI Support,String,ContosoInc,String,ABS and EDI,String,Incident,Binary
2017db8e-d8c8-4e94-8bde-30bf3121774b,e5011bac-b322-4426-8363-d8512752d5f1,Request Access to Ivanti,String,Request Access to Ivanti,String,,,ContosoInc,String,Ivanti,String,Request,String
2017db8e-d8c8-4e94-8bde-30bf3121774b,e5896d85-731a-4bd8-b687-4341d850f298,OMS COM - Payment Failure/Missing,String,OMS COM - Payment Failure/Missing,String,Digital OMS,String,ContosoInc,String,OMS COM,String,Incident,Binary
2017db8e-d8c8-4e94-8bde-30bf3121774b,e59e6d17-f7e7-4382-8094-716518e64474,Informatica/Integration -Translation Error,String,Informatica/Integration -Translation Error,String,Integration,String,ContosoInc,String,Informatica/Integration,String,Incident,Binary
2017db8e-d8c8-4e94-8bde-30bf3121774b,e5d3e086-0ed2-4778-a736-62b8fb6507be,Report issues with JAMF,String,Report issues with JAMF,String,ContosoInc-Engineering - End User,String,ContosoInc,String,JAMF,Binary,Incident,Binary
2017db8e-d8c8-4e94-8bde-30bf3121774b,e7c46155-253c-4036-bfe4-416f0bbe0744,Unable to Access Learning Spot,String,Unable to Access Learning Spot,String,DB Learning & Development,String,"ContosoInc, Stores",String,Learning Spot,String,Incident,Binary
2017db8e-d8c8-4e94-8bde-30bf3121774b,e7ec5c0f-58ce-48a6-8c71-3a6b31b583cd,Content not loading on dot com,String,Content not loading on webstie,String,Digital ATG,String,ContosoInc,String,Digital Applications,String,Incident,Binary
2017db8e-d8c8-4e94-8bde-30bf3121774b,e83f99bc-67c6-4bc3-b98a-fbb2e42190d4,Request Front Door Access to PayFactors,String,Request Front Door Access to PayFactors,String,Solution Desk,String,ContosoInc,String,PayFactors,String,Request,String
2017db8e-d8c8-4e94-8bde-30bf3121774b,e9f23a7e-ac51-41c5-b396-5da0704e8a1e,Camuto Termination,String,"Request termination of Camuto ABS employee (China, Brazil) ",String,Solution Desk,String,ContosoInc,String,Camuto Terminations,String,Incident,Binary
2017db8e-d8c8-4e94-8bde-30bf3121774b,ea9e55e4-ff60-4a5a-afea-101d81ec2130,Store Management Web Issues (SMW),String,Store Management Web Issues (SMW),String,Store Technology,String,ContosoInc,String,Store Management Web(SMW),String,Incident,Binary
2017db8e-d8c8-4e94-8bde-30bf3121774b,eb03edc0-4ad1-4634-851e-bb56da5e103d,Request Access to AppDynamics,String,Request Access to AppDynamics,String,Solution Desk,String,ContosoInc,String,AppDynamics,String,Request,String
2017db8e-d8c8-4e94-8bde-30bf3121774b,eb87a881-2abc-4a67-b769-f935e890ac55,IBM Cloud Assistance,String,Need help troubleshooting IBM Cloud issues,String,Platform Reliability Eng,String,ContosoInc,String,Cloud Infrastructure,String,Incident,Binary
2017db8e-d8c8-4e94-8bde-30bf3121774b,ebc9df95-7349-4dda-a216-c18a39468f5b,Request Access to Afterpay ContosoCanada,String,Request Access to Afterpay ContosoCanada,String,ContosoCanada AppDev,String,ContosoCanada,String,Afterpay ContosoCanada,String,Request,String
2017db8e-d8c8-4e94-8bde-30bf3121774b,ebd38a00-a3ea-4587-8c79-063b896c0262,Adobe Workfront,String,Request access to Adobe Workfront,String,Marketing Segmentation,String,ContosoInc,String,Onboarding,String,Request,String
2017db8e-d8c8-4e94-8bde-30bf3121774b,ec699772-3927-48d4-8f1f-5bb6203a45e5,Needs Access to Shelf,String,s!C knowledge base system,String,Solution Desk,String,ContosoInc,String,InContact,String,Request,String
2017db8e-d8c8-4e94-8bde-30bf3121774b,ed0bc9ef-d80e-46aa-8f51-a358d0161c8d,Request Access to Digital CMS,String,Request Access to Digital CMS,String,Solution Desk,String,ContosoInc,String,Digital CMS,String,Request,String
2017db8e-d8c8-4e94-8bde-30bf3121774b,ed14492b-bf00-4b20-9f79-21db70af09ef,Request Access to Bynder,String,Request Access to Bynder,String,Solution Desk,String,ContosoInc,String,Bynder,String,Request,String
2017db8e-d8c8-4e94-8bde-30bf3121774b,edb6243b-4b8a-42b5-a79c-f60b89a36284,Report Issues with Medallia,String,Report Issues with Medallia,String,Solution Desk,String,ContosoInc,String,Medallia,Binary,Incident,Binary
2017db8e-d8c8-4e94-8bde-30bf3121774b,ee7a387f-8342-47db-bed1-325d05518efd,Bartender Issues,String,"Unable to Access, unable to create or printer labels in Bartender application ",String,DC Support,String,ContosoInc,String,Bartender,String,Incident,Binary
2017db8e-d8c8-4e94-8bde-30bf3121774b,ee99798e-a340-4e0c-bd68-7b5a107eb565,ReconNET - Connection Issue,String,ReconNET - Connection Issue,String,Corporate Systems,String,ContosoInc,String,ReconNET,Binary,Incident,Binary
2017db8e-d8c8-4e94-8bde-30bf3121774b,eec4a109-3ee2-43e6-9143-1e5d0320078e,ContosoInc Integration -VinceCamuto.com and GL integrations between AS400 and ContosoInc,String,VinceCamuto.com and GL integrations between AS400 and ContosoInc,String,AS400 XML,String,ContosoInc,String,Alliance FTP,String,Incident,Binary
2017db8e-d8c8-4e94-8bde-30bf3121774b,eec5d53b-254e-4cb2-bf3c-bb040f19899c,Request addtional SFTP connection in Redpoint,String,Request addtional SFTP connection from Redpoint,String,Digital Cloud Applications,String,ContosoInc,String,Redpoint,Binary,Request,String
2017db8e-d8c8-4e94-8bde-30bf3121774b,effacd34-19d4-4195-8ef3-8fb058542a16,EPM - User Access to ContosoIncPLAN,String,Oracle Cloud EPM Planning & Strategic Modeling,String,EPM Admin,String,ContosoInc,String,Oracle EPM,String,Request,String
2017db8e-d8c8-4e94-8bde-30bf3121774b,f0eb5dd6-a401-446c-8c3d-de7bb1d4db14,"Parcel ad Truck loads shipping, Billing and Invoicing",String,"Parcel ad Truck loads shipping, Billing and Invoicing",String,NJDC Support,String,ContosoInc,String,Highjump,Binary,Incident,Binary
2017db8e-d8c8-4e94-8bde-30bf3121774b,f0fb558a-0e9a-4d3e-95ba-8d0227186824,Request Access to Timeneye,String,Request access to IT's timekeeping software Timeneye.,String,Corporate Systems,String,ContosoInc,String,Timeneye,Binary,Request,String
